Dataset,Iteration,Type,Gap,DiagDiff,OverlapFactor,MinAnchors,Score
Dataset1,46,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,46,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,46,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,46,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,46,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,46,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,46,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,46,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,47,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,47,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,47,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,47,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,47,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,47,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,47,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,47,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,48,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,48,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,48,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,48,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,48,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,48,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,48,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,48,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,49,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,49,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,49,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,49,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,49,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,49,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,49,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,49,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,50,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,50,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,50,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,50,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,50,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,50,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,50,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,50,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,51,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,51,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,51,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,51,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,51,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,51,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,51,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,51,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,52,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,52,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,52,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,52,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,52,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,52,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,52,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,52,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,53,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,53,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,53,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,53,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,53,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,53,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,53,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,53,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,54,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,54,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,54,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,54,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,54,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,54,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,54,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,54,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,55,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,55,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,55,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,55,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,55,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,55,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,55,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,55,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,56,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,56,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,56,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,56,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,56,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,56,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,56,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,56,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,57,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,57,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,57,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,57,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,57,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,57,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,57,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,57,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,58,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,58,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,58,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,58,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,58,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,58,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,58,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,58,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,59,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,59,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,59,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,59,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,59,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,59,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,59,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,59,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,60,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,60,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,60,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,60,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,60,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,60,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,60,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,60,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,61,Explore_max_gap_Inc(M0.25),313,231,0.25,1,29331
Dataset1,61,Explore_max_gap_Dec(M0.25),309,231,0.25,1,29331
Dataset1,61,Explore_max_diag_diff_Inc(M0.25),311,233,0.25,1,29331
Dataset1,61,Explore_max_diag_diff_Dec(M0.25),311,229,0.25,1,29331
Dataset1,61,Explore_overlap_factor_Inc(M0.25),311,231,0.25,1,29331
Dataset1,61,Explore_overlap_factor_Dec(M0.25),311,231,0.25,1,29331
Dataset1,61,Explore_min_anchors_Inc(M0.25),311,231,0.25,2,29331
Dataset1,61,Explore_min_anchors_Dec(M0.25),311,231,0.25,1,29331
Dataset1,61,Jump,107,132,0.6,1,29330
Dataset1,62,Explore_max_gap_Inc(M1),117,132,0.6,1,29330
Dataset1,62,Explore_max_gap_Dec(M1),100,132,0.6,1,29389
Dataset1,62,Explore_max_diag_diff_Inc(M1),107,142,0.6,1,29330
Dataset1,62,Explore_max_diag_diff_Dec(M1),107,122,0.6,1,29330
Dataset1,62,Explore_overlap_factor_Inc(M1),107,132,0.65,1,29330
Dataset1,62,Explore_overlap_factor_Dec(M1),107,132,0.55,1,29332
Dataset1,62,Explore_min_anchors_Inc(M1),107,132,0.6,2,29330
Dataset1,62,Explore_min_anchors_Dec(M1),107,132,0.6,1,29330
Dataset1,62,TryCombined,100,132,0.55,1,29393
Dataset1,62,Update,100,132,0.55,1,29393
Dataset1,63,Explore_max_gap_Inc(M1.2),112,132,0.55,1,29332
Dataset1,63,Explore_max_gap_Dec(M1.2),100,132,0.55,1,29393
Dataset1,63,Explore_max_diag_diff_Inc(M0.9),100,141,0.55,1,29393
Dataset1,63,Explore_max_diag_diff_Dec(M0.9),100,123,0.55,1,29393
Dataset1,63,Explore_overlap_factor_Inc(M1.2),100,132,0.6,1,29389
Dataset1,63,Explore_overlap_factor_Dec(M1.2),100,132,0.5,1,29393
Dataset1,63,Explore_min_anchors_Inc(M0.9),100,132,0.55,2,29393
Dataset1,63,Explore_min_anchors_Dec(M0.9),100,132,0.55,1,29393
Dataset1,64,Explore_max_gap_Inc(M0.84),108,132,0.55,1,29332
Dataset1,64,Explore_max_gap_Dec(M0.84),100,132,0.55,1,29393
Dataset1,64,Explore_max_diag_diff_Inc(M0.63),100,138,0.55,1,29393
Dataset1,64,Explore_max_diag_diff_Dec(M0.63),100,126,0.55,1,29393
Dataset1,64,Explore_overlap_factor_Inc(M0.84),100,132,0.6,1,29389
Dataset1,64,Explore_overlap_factor_Dec(M0.84),100,132,0.5,1,29393
Dataset1,64,Explore_min_anchors_Inc(M0.63),100,132,0.55,2,29393
Dataset1,64,Explore_min_anchors_Dec(M0.63),100,132,0.55,1,29393
Dataset1,65,Explore_max_gap_Inc(M0.588),105,132,0.55,1,29332
Dataset1,65,Explore_max_gap_Dec(M0.588),100,132,0.55,1,29393
Dataset1,65,Explore_max_diag_diff_Inc(M0.441),100,136,0.55,1,29393
Dataset1,65,Explore_max_diag_diff_Dec(M0.441),100,128,0.55,1,29393
Dataset1,65,Explore_overlap_factor_Inc(M0.588),100,132,0.6,1,29389
Dataset1,65,Explore_overlap_factor_Dec(M0.588),100,132,0.5,1,29393
Dataset1,65,Explore_min_anchors_Inc(M0.441),100,132,0.55,2,29393
Dataset1,65,Explore_min_anchors_Dec(M0.441),100,132,0.55,1,29393
Dataset1,66,Explore_max_gap_Inc(M0.4116),104,132,0.55,1,29332
Dataset1,66,Explore_max_gap_Dec(M0.4116),100,132,0.55,1,29393
Dataset1,66,Explore_max_diag_diff_Inc(M0.3087),100,135,0.55,1,29393
Dataset1,66,Explore_max_diag_diff_Dec(M0.3087),100,129,0.55,1,29393
Dataset1,66,Explore_overlap_factor_Inc(M0.4116),100,132,0.55,1,29393
Dataset1,66,Explore_overlap_factor_Dec(M0.4116),100,132,0.55,1,29393
Dataset1,66,Explore_min_anchors_Inc(M0.3087),100,132,0.55,2,29393
Dataset1,66,Explore_min_anchors_Dec(M0.3087),100,132,0.55,1,29393
Dataset1,67,Explore_max_gap_Inc(M0.28812),102,132,0.55,1,29332
Dataset1,67,Explore_max_gap_Dec(M0.28812),100,132,0.55,1,29393
Dataset1,67,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,67,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,67,Explore_overlap_factor_Inc(M0.28812),100,132,0.55,1,29393
Dataset1,67,Explore_overlap_factor_Dec(M0.28812),100,132,0.55,1,29393
Dataset1,67,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,67,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,68,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,68,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,68,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,68,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,68,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,68,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,68,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,68,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,69,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,69,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,69,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,69,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,69,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,69,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,69,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,69,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,70,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,70,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,70,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,70,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,70,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,70,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,70,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,70,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,71,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,71,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,71,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,71,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,71,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,71,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,71,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,71,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,72,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,72,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,72,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,72,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,72,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,72,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,72,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,72,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,73,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,73,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,73,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,73,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,73,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,73,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,73,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,73,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,74,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,74,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,74,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,74,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,74,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,74,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,74,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,74,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,75,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,75,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,75,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,75,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,75,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,75,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,75,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,75,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,76,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,76,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,76,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,76,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,76,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,76,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,76,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,76,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,77,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,77,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,77,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,77,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,77,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,77,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,77,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,77,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,78,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,78,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,78,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,78,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,78,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,78,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,78,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,78,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,79,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,79,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,79,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,79,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,79,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,79,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,79,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,79,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,80,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,80,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,80,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,80,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,80,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,80,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,80,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,80,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,81,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,81,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,81,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,81,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,81,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,81,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,81,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,81,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,82,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,82,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,82,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,82,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,82,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,82,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,82,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,82,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,83,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,83,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,83,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,83,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,83,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,83,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,83,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,83,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,84,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,84,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,84,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,84,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,84,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,84,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,84,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,84,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,85,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,85,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,85,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,85,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,85,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,85,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,85,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,85,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,86,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,86,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,86,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,86,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,86,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,86,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,86,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,86,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,87,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,87,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,87,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,87,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,87,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,87,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
Dataset1,87,Explore_min_anchors_Inc(M0.25),100,132,0.55,2,29393
Dataset1,87,Explore_min_anchors_Dec(M0.25),100,132,0.55,1,29393
Dataset1,88,Explore_max_gap_Inc(M0.25),102,132,0.55,1,29332
Dataset1,88,Explore_max_gap_Dec(M0.25),100,132,0.55,1,29393
Dataset1,88,Explore_max_diag_diff_Inc(M0.25),100,134,0.55,1,29393
Dataset1,88,Explore_max_diag_diff_Dec(M0.25),100,130,0.55,1,29393
Dataset1,88,Explore_overlap_factor_Inc(M0.25),100,132,0.55,1,29393
Dataset1,88,Explore_overlap_factor_Dec(M0.25),100,132,0.55,1,29393
